[MSI]	
Submission Title	Rice Imputation Project	
Submission Identifier	
Submission Description	A test file that will auto-destroy in a week
Submission Version	1.2	
Submission Reference Layer	false	
Submission Release Date	2018/05/17	
Submission Update Date	2018/05/17	
Organization Name	Rice Diversity Lab	
Organization Address	160 Emerson Hall, Ithaca, NY 14850, USA	
Organization URI	
Organization Email	
Organization Role	
Term Source Name	NCBI Taxonomy	
Term Source URI	http://www.ncbi.nlm.nih.gov/taxonomy	
Term Source Version	

[SCD]	
Sample Name	Sample Description	Organism	Term Source REF	Term Source ID	Sex	Characteristic[serovar]	Characteristic[mating_type]	Characteristic[sub_strain]	Characteristic[strain]	Characteristic[Scientific Name]	Characteristic[cultivar]	Characteristic[variety]	Characteristic[serotype]	Characteristic[cell_line]	Characteristic[tissue_type]	Characteristic[tissue_lib]	Characteristic[cell_type]	Characteristic[germline]	Characteristic[sub_species]	Characteristic[geographic location (region and locality)]	Characteristic[isolate]	Characteristic[Common Name]	Characteristic[dev_stage]	Characteristic[ecotype]	
588ae055.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	M 204::GERVEX 1665-C1	M 204::GERVEX 1665-C1	NA	NA	leaf	NA	leaf	NA	tej	United States of America	NA	rice	seedling	NA	
58d5bdc3.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SAKU	SAKU	NA	NA	leaf	NA	leaf	NA	admixed-jap	Mongolia	NA	rice	seedling	NA	
58e181d5.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IRAT 216::GERVEX 7702-C1	IRAT 216::GERVEX 7702-C1	NA	NA	leaf	NA	leaf	NA	trj	Cote d'Ivoire	NA	rice	seedling	NA	
593def74.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LLANERO 501	LLANERO 501	NA	NA	leaf	NA	leaf	NA	trj	Venezuela	NA	rice	seedling	NA	
59581b9f.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SWARNA	SWARNA	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
596109a8.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LUCHAI::IRGC 52685-1	LUCHAI::IRGC 52685-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
5975119a.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WAS 194-B-3-2-5::C1	WAS 194-B-3-2-5::C1	NA	NA	leaf	NA	leaf	NA	ind2	Senegal	NA	rice	seedling	NA	
597682fb.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEP VANG ONG::IRGC 78374-1	NEP VANG ONG::IRGC 78374-1	NA	NA	leaf	NA	leaf	NA	tej	Viet Nam	NA	rice	seedling	NA	
599b7524.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RXAR RGUE::IRGC 1943-1	RXAR RGUE::IRGC 1943-1	NA	NA	leaf	NA	leaf	NA	trj	United States of America	NA	rice	seedling	NA	
59afa5e3.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ZS 4::IRGC 56707-1	ZS 4::IRGC 56707-1	NA	NA	leaf	NA	leaf	NA	ind3	Zambia	NA	rice	seedling	NA	
59feaf0f.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MAHA SUDUWEE::IRGC 15345-1	MAHA SUDUWEE::IRGC 15345-1	NA	NA	leaf	NA	leaf	NA	ind3	Sri Lanka	NA	rice	seedling	NA	
5a36ef57.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MALAGKIT PIRURUTONG	MALAGKIT PIRURUTONG	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
5a39d9e2.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	COLOMBIA 1::IRTP 394-C1	COLOMBIA 1::IRTP 394-C1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Colombia	NA	rice	seedling	NA	
5a43ae22.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AUS JOTA	AUS JOTA	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
5a6e020b.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MIKHUDEB::IRGC 25892-1	MIKHUDEB::IRGC 25892-1	NA	NA	leaf	NA	leaf	NA	trj	Bangladesh	NA	rice	seedling	NA	
5a93ec29.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IR 65261-19-1-B::C1	IR 65261-19-1-B::C1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
5aa7968d.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TRIOMPHE DU MAROC	TRIOMPHE DU MAROC	NA	NA	leaf	NA	leaf	NA	tej	Morocco	NA	rice	seedling	NA	
5aca49df.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RIKUTO NORIN 264::IRGC 7409-1	RIKUTO NORIN 264::IRGC 7409-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Japan	NA	rice	seedling	NA	
5ae0bd70.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BAHIA	BAHIA	NA	NA	leaf	NA	leaf	NA	tej	Spain	NA	rice	seedling	NA	
5b144b9c.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	O-LUEN-CHEUNG	O-LUEN-CHEUNG	NA	NA	leaf	NA	leaf	NA	ind1	Taiwan	NA	rice	seedling	NA	
5b45a727.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WIR 1372::IRGC 51604-1	WIR 1372::IRGC 51604-1	NA	NA	leaf	NA	leaf	NA	tej	Yugoslavia (Former)	NA	rice	seedling	NA	
5b46a23b.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RHS 107-2-1-2TB-1JM::IRGC 117025-1	RHS 107-2-1-2TB-1JM::IRGC 117025-1	NA	NA	leaf	NA	leaf	NA	trj	Mexico	NA	rice	seedling	NA	
5b885380.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CIRAD 403::GERVEX 9039-C1	CIRAD 403::GERVEX 9039-C1	NA	NA	leaf	NA	leaf	NA	trj	Brazil	NA	rice	seedling	NA	
5bfc8cb2.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PEGASO::IRGC 81604-1	PEGASO::IRGC 81604-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Italy	NA	rice	seedling	NA	
5c004033.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IR 65907-188-1-B::IRTP 21075-C1	IR 65907-188-1-B::IRTP 21075-C1	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
5c045944.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CT 13582-15-5-M::C1	CT 13582-15-5-M::C1	NA	NA	leaf	NA	leaf	NA	trj	Colombia	NA	rice	seedling	NA	
5c0c6c6a.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SHINCHIKU IKU 150::IRGC 10433-1	SHINCHIKU IKU 150::IRGC 10433-1	NA	NA	leaf	NA	leaf	NA	tej	Taiwan	NA	rice	seedling	NA	
5c592759.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CI 11026	CI 11026	NA	NA	leaf	NA	leaf	NA	admixed-jap	United States	NA	rice	seedling	NA	
5c60aacf.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PADI TERAS::IRGC 25554-1	PADI TERAS::IRGC 25554-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
5cbe4be7.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PR 26390-581 CRF::IRGC 117350-1	PR 26390-581 CRF::IRGC 117350-1	NA	NA	leaf	NA	leaf	NA	tej	Philippines	NA	rice	seedling	NA	
5cdc1419.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BULU PANDAK::IRGC 13614-C1	BULU PANDAK::IRGC 13614-C1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
5cf44264.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JAGANNATH (T 141 MUTANT)::IRGC 17042-1	JAGANNATH (T 141 MUTANT)::IRGC 17042-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
5cf82125.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BAGETAULI::IRGC 61909-1	BAGETAULI::IRGC 61909-1	NA	NA	leaf	NA	leaf	NA	admixed	Nepal	NA	rice	seedling	NA	
5d11b518.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KARASUKARA SURANKASU::IRGC 8196-C1	KARASUKARA SURANKASU::IRGC 8196-C1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Taiwan	NA	rice	seedling	NA	
5d3d041f.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JEOKMOSAEK::IRGC 55562-1	JEOKMOSAEK::IRGC 55562-1	NA	NA	leaf	NA	leaf	NA	tej	Korea, Republic of	NA	rice	seedling	NA	
5d627b54.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TIKKIRISAMBA::IRGC 8947-1	TIKKIRISAMBA::IRGC 8947-1	NA	NA	leaf	NA	leaf	NA	ind3	Sri Lanka	NA	rice	seedling	NA	
5da42fd9.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	RIKUTO SHIRO HIGE::IRGC 506-1	RIKUTO SHIRO HIGE::IRGC 506-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Japan	NA	rice	seedling	NA	
5dbf5fd5.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	S 101::IRGC 76310-1	S 101::IRGC 76310-1	NA	NA	leaf	NA	leaf	NA	tej	United States of America	NA	rice	seedling	NA	
5dc70773.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SR 26 B::IRGC 10798-1	SR 26 B::IRGC 10798-1	NA	NA	leaf	NA	leaf	NA	ind3	Japan	NA	rice	seedling	NA	
5de1c893.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	LALBAJAM::IRGC 49227-1	LALBAJAM::IRGC 49227-1	NA	NA	leaf	NA	leaf	NA	ind3	Bangladesh	NA	rice	seedling	NA	
5df8f871.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KINASTANO	KINASTANO	NA	NA	leaf	NA	leaf	NA	trj	Philippines	NA	rice	seedling	NA	
5e25caa7.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WU ZHOU NUO::IRGC 60001-1	WU ZHOU NUO::IRGC 60001-1	NA	NA	leaf	NA	leaf	NA	tej	China	NA	rice	seedling	NA	
5ef1be74.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	AI-CHIAO-HONG	AI-CHIAO-HONG	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
5efe8622.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARABI	ARABI	NA	NA	leaf	NA	leaf	NA	admixed-jap	Egypt	NA	rice	seedling	NA	
5efeb5b6.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PERUM KARUPPAN::IRGC 15524-1	PERUM KARUPPAN::IRGC 15524-1	NA	NA	leaf	NA	leaf	NA	ind3	Sri Lanka	NA	rice	seedling	NA	
5f58e497.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BLUE ROSE::IRGC 151-1	BLUE ROSE::IRGC 151-1	NA	NA	leaf	NA	leaf	NA	admixed-jap	United States of America	NA	rice	seedling	NA	
5f6dacad.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WALANGA::IRGC 27502-1	WALANGA::IRGC 27502-1	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
5fbef737.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NEP ME HOA BINH::IRGC 78366-1	NEP ME HOA BINH::IRGC 78366-1	NA	NA	leaf	NA	leaf	NA	tej	Viet Nam	NA	rice	seedling	NA	
60121701.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ZI GAN NAN GU::IRGC 70468-1	ZI GAN NAN GU::IRGC 70468-1	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
606745be.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PORTACHUELO::IRGC 10758-1	PORTACHUELO::IRGC 10758-1	NA	NA	leaf	NA	leaf	NA	trj	Bolivia	NA	rice	seedling	NA	
60808a33.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BASMATI 370::IRGC 3750-1	BASMATI 370::IRGC 3750-1	NA	NA	leaf	NA	leaf	NA	aro	India	NA	rice	seedling	NA	
60880c40.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	JUMA 51::IRGC 117009-1	JUMA 51::IRGC 117009-1	NA	NA	leaf	NA	leaf	NA	ind2	Dominican Republic	NA	rice	seedling	NA	
6088d970.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	MENAHODITRA 1234::GERVEX 5213-C1	MENAHODITRA 1234::GERVEX 5213-C1	NA	NA	leaf	NA	leaf	NA	ind3	Madagascar	NA	rice	seedling	NA	
608b0d34.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HINSUM::IRGC 67832-1	HINSUM::IRGC 67832-1	NA	NA	leaf	NA	leaf	NA	admixed	Bhutan	NA	rice	seedling	NA	
60c362f1.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TIA BURA	TIA BURA	NA	NA	leaf	NA	leaf	NA	trj	Indonesia	NA	rice	seedling	NA	
60e142c3.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	C57-5043	C57-5043	NA	NA	leaf	NA	leaf	NA	trj	United States	NA	rice	seedling	NA	
6104b4fa.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	APURA::C1	APURA::C1	NA	NA	leaf	NA	leaf	NA	admixed	Surinam	NA	rice	seedling	NA	
6105fdd6.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	GAO GAN DA NUO::IRGC 73974-1	GAO GAN DA NUO::IRGC 73974-1	NA	NA	leaf	NA	leaf	NA	tej	China	NA	rice	seedling	NA	
61152244.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TSIPALA 421	TSIPALA 421	NA	NA	leaf	NA	leaf	NA	admixed-ind	Madagascar	NA	rice	seedling	NA	
61544ce0.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TNAU 7456::IRGC 39858-1	TNAU 7456::IRGC 39858-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
615bc0c5.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TAHUN PUTEH::IRGC 71631-1	TAHUN PUTEH::IRGC 71631-1	NA	NA	leaf	NA	leaf	NA	trj	Malaysia	NA	rice	seedling	NA	
61659fb4.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 13829::IRGC 42469-1	ARC 13829::IRGC 42469-1	NA	NA	leaf	NA	leaf	NA	aro	India	NA	rice	seedling	NA	
616800eb.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	1-52-6::IRGC 39111-1	1-52-6::IRGC 39111-1	NA	NA	leaf	NA	leaf	NA	trj	Brazil	NA	rice	seedling	NA	
61876b53.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	Yang Dao 6	Yang Dao 6	NA	NA	leaf	NA	leaf	NA	ind2	India	NA	rice	seedling	NA	
61b7bf53.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	FIROOZ	FIROOZ	NA	NA	leaf	NA	leaf	NA	aro	Iran	NA	rice	seedling	NA	
61cc3858.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IR 36	IR 36	NA	NA	leaf	NA	leaf	NA	ind2	Philippines	NA	rice	seedling	NA	
61d7b167.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	BENAMURI::IRGC 25840-1	BENAMURI::IRGC 25840-1	NA	NA	leaf	NA	leaf	NA	aus	Bangladesh	NA	rice	seedling	NA	
6239d858.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	HAO HOM::IRGC 12931-1	HAO HOM::IRGC 12931-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Lao People's Democratic Republic	NA	rice	seedling	NA	
626cd18d.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WANICA	WANICA	NA	NA	leaf	NA	leaf	NA	trj	Suriname	NA	rice	seedling	NA	
62a933c9.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SOM CAU 70 A::IRGC 8227-1	SOM CAU 70 A::IRGC 8227-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Viet Nam	NA	rice	seedling	NA	
62b3c9db.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	THIERNO BANDE::IRGC 16009-C1	THIERNO BANDE::IRGC 16009-C1	NA	NA	leaf	NA	leaf	NA	ind2	Senegal	NA	rice	seedling	NA	
62fc3268.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	IRAT 112::C1	IRAT 112::C1	NA	NA	leaf	NA	leaf	NA	trj	Cote d'Ivoire	NA	rice	seedling	NA	
6302479a.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	SAREINA::IRGC 67757-1	SAREINA::IRGC 67757-1	NA	NA	leaf	NA	leaf	NA	aus	India	NA	rice	seedling	NA	
630c7f90.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	C 101 A 51	C 101 A 51	NA	NA	leaf	NA	leaf	NA	admixed-ind	Philippines	NA	rice	seedling	NA	
633058c9.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	WAS 105-B-IDSA-B-WAS 2-1-FKR-1::C1	WAS 105-B-IDSA-B-WAS 2-1-FKR-1::C1	NA	NA	leaf	NA	leaf	NA	ind2	Senegal	NA	rice	seedling	NA	
634135c7.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO DAW TAI::IRGC 24108-1	KHAO DAW TAI::IRGC 24108-1	NA	NA	leaf	NA	leaf	NA	ind3	Thailand	NA	rice	seedling	NA	
6346e91f.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ROJOFOTSY 693::GERVEX 8407-C1	ROJOFOTSY 693::GERVEX 8407-C1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Madagascar	NA	rice	seedling	NA	
63978d53.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KHAO DAM	KHAO DAM	NA	NA	leaf	NA	leaf	NA	admixed-jap	Lao People's Democratic Republic	NA	rice	seedling	NA	
63b37a65.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ASAHI::IRGC 33983-1	ASAHI::IRGC 33983-1	NA	NA	leaf	NA	leaf	NA	admixed-ind	Japan	NA	rice	seedling	NA	
63b92cb1.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CHA PHU MA::C1	CHA PHU MA::C1	NA	NA	leaf	NA	leaf	NA	admixed-jap	Thailand	NA	rice	seedling	NA	
63bfa532.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	ARC 14280::IRGC 42881-1	ARC 14280::IRGC 42881-1	NA	NA	leaf	NA	leaf	NA	ind3	India	NA	rice	seedling	NA	
63c8f004.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	Bei Khe	Bei Khe	NA	NA	leaf	NA	leaf	NA	admixed-ind	India	NA	rice	seedling	NA	
63f298ba.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	PAO TOU HUNG	PAO TOU HUNG	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
63f63dde.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NSFTV48	NSFTV48	NA	NA	leaf	NA	leaf	NA	admixed-jap	India	NA	rice	seedling	NA	
64034269.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	CALMOCHI 202::IRGC 57082-1	CALMOCHI 202::IRGC 57082-1	NA	NA	leaf	NA	leaf	NA	tej	United States of America	NA	rice	seedling	NA	
6411dbe6.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	YUNLEN 7::IRGC 81089-1	YUNLEN 7::IRGC 81089-1	NA	NA	leaf	NA	leaf	NA	tej	China	NA	rice	seedling	NA	
642238d9.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KON SUITO	KON SUITO	NA	NA	leaf	NA	leaf	NA	admixed-jap	Mongolia	NA	rice	seedling	NA	
6461d175.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	NPE 251::IRGC 38689-1	NPE 251::IRGC 38689-1	NA	NA	leaf	NA	leaf	NA	tej	Pakistan	NA	rice	seedling	NA	
64f24c90.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TUNGHWANPEI::IRGC 50195-1	TUNGHWANPEI::IRGC 50195-1	NA	NA	leaf	NA	leaf	NA	ind1	China	NA	rice	seedling	NA	
64fa0112.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	KERITING TINGGI	KERITING TINGGI	NA	NA	leaf	NA	leaf	NA	admixed-jap	Indonesia	NA	rice	seedling	NA	
6512e619.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	DOGOL::IRGC 56679-1	DOGOL::IRGC 56679-1	NA	NA	leaf	NA	leaf	NA	ind3	Chad	NA	rice	seedling	NA	
6516a500.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	TAIPEI 309	TAIPEI 309	NA	NA	leaf	NA	leaf	NA	tej	Taiwan	NA	rice	seedling	NA	
652530bb.0	This sample was part of rice imputation study	Oryza sativa	NCBI Taxonomy	4530	NA	NA	inbreeding	NA	NA	Oryza sativa	GEUMOBYEO	GEUMOBYEO	NA	NA	leaf	NA	leaf	NA	tej	Republic of Korea	NA	rice	seedling	NA	
